SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0bf669afd1c383040
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-xw3z80elu7la
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-036093bf50b3210e9
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::config-bucket-997075698610
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-09b7d5fdffff7fccc
INFORMATIONAL,aws/securityhub,This control checks whether an Amazon CloudFront distribution with an Amazon S3 origin type has Origin Access Identity (OAI) configured. The control fails if the CloudFront distribution that is backed by Amazon S3 does not have OAI configured.,AwsAccount,AWS::::Account:997075698610
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0bebb5b8c5718d9ba
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0118e7dca12b957b7
MEDIUM,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-017c428561b6df021
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-08fd9075aa1fdc463
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-usqn2lj0eqr0
MEDIUM,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
HIGH,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-066c1889e6980b226
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0a99c81fe6a7f33a8
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::aws-athena-query-results-997075698610-us-east-1
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1oy4gouuiur2i
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-066c1889e6980b226
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0295bf0c4bde695b2
MEDIUM,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-066c1889e6980b226
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-061f2630317da6939
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0d11d750a6803a2e7
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-066c1889e6980b226
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-020be622a8af9e5ee
HIGH,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0975b1c9338c6d882
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-066c1889e6980b226
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-066c1889e6980b226
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0118e7dca12b957b7
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket is encrypted with an AWS KMS key (SSE-KMS). The control fails if an S3 bucket is encrypted with default encryption (SSE-S3).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-testbucket
